age,education,relationship,sex,race,income
55,Doctorate,Husband,Male,White,>50K
44,Assoc-acdm,Not-in-family,Female,Asian-Pac-Islander,<=50K
49,Bachelors,Husband,Male,White,>50K
50,Bachelors,Not-in-family,Male,White,>50K
38,11th,Husband,Male,White,<=50K
23,5th-6th,Not-in-family,Male,White,<=50K
48,HS-grad,Husband,Male,White,>50K
43,Some-college,Not-in-family,Male,White,<=50K
37,11th,Not-in-family,Male,White,<=50K
44,Some-college,Husband,Male,White,>50K
34,HS-grad,Own-child,Male,White,<=50K
39,HS-grad,Not-in-family,Male,White,<=50K
24,Bachelors,Own-child,Female,White,<=50K
51,HS-grad,Unmarried,Male,White,<=50K
21,12th,Wife,Female,White,<=50K
25,Bachelors,Husband,Male,White,>50K
34,Bachelors,Not-in-family,Female,White,<=50K
36,Assoc-acdm,Not-in-family,Female,White,<=50K
47,HS-grad,Husband,Male,White,>50K
47,Bachelors,Unmarried,Male,Black,>50K
38,11th,Own-child,Male,White,<=50K
44,Masters,Husband,Male,White,>50K
56,HS-grad,Not-in-family,Female,White,<=50K
57,HS-grad,Husband,Male,White,<=50K
32,HS-grad,Unmarried,Male,White,<=50K
78,7th-8th,Husband,Male,White,<=50K
34,HS-grad,Husband,Male,White,<=50K
26,10th,Own-child,Male,Black,<=50K
51,Bachelors,Husband,Male,White,>50K
52,11th,Husband,Male,White,<=50K
30,Bachelors,Husband,Male,White,>50K
52,HS-grad,Unmarried,Female,White,<=50K
31,Masters,Not-in-family,Male,White,<=50K
31,Masters,Husband,Male,White,>50K
46,Prof-school,Not-in-family,Male,White,>50K
22,HS-grad,Own-child,Male,White,<=50K
43,Some-college,Wife,Female,White,>50K
41,Bachelors,Husband,Male,White,>50K
26,7th-8th,Husband,Male,Other,<=50K
64,Prof-school,Husband,Male,White,>50K
45,Masters,Husband,Male,White,<=50K
54,Some-college,Husband,Male,White,>50K
23,Bachelors,Not-in-family,Male,White,<=50K
38,Some-college,Unmarried,Female,Black,<=50K
41,Assoc-acdm,Husband,Male,White,>50K
38,HS-grad,Unmarried,Female,White,<=50K
38,Masters,Husband,Male,White,>50K
41,Bachelors,Not-in-family,Female,White,<=50K
37,Masters,Husband,Male,White,>50K
26,10th,Husband,Male,White,<=50K
50,Some-college,Husband,Male,Black,<=50K
19,HS-grad,Own-child,Female,White,<=50K
42,Doctorate,Not-in-family,Female,White,<=50K
19,12th,Own-child,Female,White,<=50K
57,Masters,Husband,Male,White,>50K
39,10th,Own-child,Female,Black,<=50K
39,Bachelors,Husband,Male,White,>50K
42,Some-college,Husband,Male,White,>50K
23,Some-college,Own-child,Male,White,<=50K
27,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
44,HS-grad,Unmarried,Female,White,<=50K
20,Some-college,Own-child,Male,White,<=50K
59,Bachelors,Unmarried,Male,White,<=50K
51,Some-college,Husband,Male,White,<=50K
52,Some-college,Not-in-family,Male,White,>50K
77,Some-college,Husband,Male,White,<=50K
53,HS-grad,Husband,Male,White,>50K
53,HS-grad,Own-child,Male,White,<=50K
43,Masters,Husband,Male,White,>50K
17,10th,Other-relative,Male,White,<=50K
50,Some-college,Husband,Male,White,<=50K
45,Bachelors,Not-in-family,Male,White,>50K
42,HS-grad,Husband,Male,Black,<=50K
65,Bachelors,Husband,Male,White,>50K
64,Doctorate,Husband,Male,White,>50K
20,HS-grad,Not-in-family,Male,White,<=50K
52,Bachelors,Husband,Male,White,>50K
33,HS-grad,Wife,Female,White,<=50K
38,Bachelors,Not-in-family,Female,White,<=50K
26,Some-college,Husband,Male,White,>50K
30,HS-grad,Other-relative,Female,White,<=50K
37,Bachelors,Husband,Male,White,>50K
37,Assoc-voc,Husband,Male,White,>50K
39,HS-grad,Unmarried,Female,White,<=50K
33,HS-grad,Not-in-family,Female,Black,<=50K
26,Bachelors,Wife,Female,White,>50K
52,HS-grad,Husband,Male,White,>50K
30,Prof-school,Wife,Female,White,>50K
41,HS-grad,Not-in-family,Female,White,<=50K
42,HS-grad,Husband,Male,Asian-Pac-Islander,>50K
47,Assoc-acdm,Wife,Female,White,>50K
50,10th,Not-in-family,Female,White,<=50K
25,HS-grad,Husband,Male,White,<=50K
22,5th-6th,Husband,Male,White,<=50K
31,HS-grad,Own-child,Male,White,<=50K
30,HS-grad,Husband,Male,White,<=50K
43,HS-grad,Not-in-family,Female,White,<=50K
43,HS-grad,Husband,Male,White,<=50K
41,HS-grad,Husband,Male,White,<=50K
35,Bachelors,Husband,Male,White,<=50K
36,Bachelors,Husband,Male,White,>50K
30,Some-college,Husband,Male,White,>50K
65,Some-college,Husband,Male,White,<=50K
52,Assoc-voc,Wife,Female,White,>50K
28,HS-grad,Husband,Male,White,<=50K
31,Bachelors,Husband,Male,White,>50K
47,Assoc-voc,Husband,Male,White,>50K
39,HS-grad,Husband,Male,White,>50K
64,Bachelors,Husband,Male,White,>50K
49,Some-college,Husband,Male,White,>50K
35,HS-grad,Husband,Male,Black,>50K
39,Masters,Wife,Female,White,>50K
51,HS-grad,Husband,Male,White,>50K
26,Bachelors,Wife,Female,White,>50K
41,HS-grad,Husband,Male,White,<=50K
43,Some-college,Husband,Male,White,>50K
47,HS-grad,Husband,Male,White,<=50K
40,Bachelors,Husband,Male,White,>50K
35,HS-grad,Unmarried,Female,White,<=50K
26,Some-college,Not-in-family,Female,White,<=50K
35,Some-college,Husband,Male,White,<=50K
35,Assoc-voc,Not-in-family,Male,White,<=50K
67,HS-grad,Husband,Male,White,>50K
46,HS-grad,Husband,Male,White,<=50K
30,Some-college,Wife,Female,White,<=50K
46,Masters,Husband,Male,White,>50K
25,HS-grad,Wife,Female,White,<=50K
31,HS-grad,Wife,Female,White,>50K
65,HS-grad,Husband,Male,White,>50K
45,Bachelors,Husband,Male,White,>50K
33,Bachelors,Other-relative,Female,Asian-Pac-Islander,<=50K
35,Assoc-voc,Wife,Female,White,>50K
49,Bachelors,Husband,Male,White,>50K
22,HS-grad,Own-child,Male,Black,<=50K
29,HS-grad,Husband,Male,White,>50K
28,Some-college,Husband,Male,White,<=50K
26,Some-college,Own-child,Female,Black,<=50K
34,Some-college,Husband,Male,White,>50K
51,HS-grad,Wife,Female,White,<=50K
48,Some-college,Unmarried,Female,White,>50K
39,12th,Husband,Male,White,<=50K
37,9th,Husband,Male,White,>50K
35,Assoc-acdm,Husband,Male,White,>50K
37,5th-6th,Husband,Male,Asian-Pac-Islander,<=50K
60,Some-college,Husband,Male,White,>50K
21,Some-college,Not-in-family,Female,White,<=50K
29,10th,Husband,Male,White,<=50K
47,Prof-school,Husband,Male,White,>50K
52,HS-grad,Not-in-family,Male,White,<=50K
53,Some-college,Wife,Female,White,>50K
48,Some-college,Other-relative,Male,Black,<=50K
52,Bachelors,Husband,Male,White,>50K
45,Masters,Husband,Male,White,>50K
53,Some-college,Not-in-family,Male,White,<=50K
20,Some-college,Own-child,Female,White,<=50K
57,HS-grad,Husband,Male,White,>50K
58,Some-college,Not-in-family,Female,White,<=50K
51,Masters,Husband,Male,White,>50K
30,Prof-school,Husband,Male,Asian-Pac-Islander,>50K
66,Some-college,Husband,Male,White,<=50K
18,11th,Own-child,Male,White,<=50K
37,Bachelors,Husband,Male,White,>50K
56,Doctorate,Not-in-family,Female,White,<=50K
55,Doctorate,Husband,Male,White,>50K
32,Some-college,Other-relative,Male,Asian-Pac-Islander,<=50K
31,Bachelors,Not-in-family,Male,White,>50K
18,11th,Own-child,Male,White,<=50K
51,Some-college,Wife,Female,White,>50K
57,HS-grad,Not-in-family,Female,White,<=50K
38,Assoc-voc,Not-in-family,Male,White,<=50K
48,7th-8th,Husband,Male,White,>50K
31,Some-college,Unmarried,Female,White,<=50K
38,Some-college,Wife,Female,White,>50K
21,Some-college,Own-child,Female,White,<=50K
45,Some-college,Husband,Male,White,>50K
33,Some-college,Husband,Male,Black,>50K
34,HS-grad,Husband,Male,White,<=50K
45,Some-college,Husband,Male,White,>50K
25,10th,Not-in-family,Female,White,<=50K
41,Assoc-acdm,Husband,Male,Black,>50K
28,Assoc-acdm,Wife,Female,White,>50K
47,HS-grad,Wife,Female,White,>50K
51,HS-grad,Not-in-family,Male,White,<=50K
54,Bachelors,Husband,Male,White,>50K
40,Masters,Husband,Male,White,>50K
42,HS-grad,Husband,Male,White,>50K
19,Some-college,Own-child,Male,White,<=50K
26,Bachelors,Not-in-family,Male,White,<=50K
25,Bachelors,Husband,Male,White,<=50K
27,Bachelors,Husband,Male,White,>50K
17,11th,Own-child,Male,White,<=50K
33,11th,Own-child,Female,White,<=50K
58,HS-grad,Other-relative,Male,White,<=50K
42,HS-grad,Own-child,Male,White,<=50K
24,Bachelors,Own-child,Female,White,<=50K
38,HS-grad,Not-in-family,Male,Amer-Indian-Eskimo,<=50K
34,11th,Husband,Male,White,<=50K
28,Bachelors,Husband,Male,White,>50K
55,Some-college,Husband,Male,Black,>50K
56,10th,Unmarried,Female,Black,<=50K
46,Bachelors,Husband,Male,White,>50K
56,Bachelors,Husband,Male,White,<=50K
35,Assoc-voc,Unmarried,Female,White,<=50K
43,Bachelors,Husband,Male,White,>50K
39,Bachelors,Husband,Male,White,>50K
31,Bachelors,Own-child,Male,White,<=50K
46,Some-college,Husband,Male,White,>50K
23,Some-college,Unmarried,Female,White,<=50K
34,12th,Not-in-family,Female,Black,<=50K
43,Bachelors,Husband,Male,White,>50K
36,Bachelors,Husband,Male,White,>50K
72,10th,Not-in-family,Female,White,<=50K
34,Some-college,Not-in-family,Female,White,<=50K
39,HS-grad,Husband,Male,White,>50K
34,Some-college,Husband,Male,White,>50K
47,HS-grad,Wife,Female,Black,<=50K
36,Bachelors,Wife,Female,Asian-Pac-Islander,>50K
44,Bachelors,Husband,Male,Black,>50K
47,HS-grad,Husband,Male,White,>50K
34,Some-college,Husband,Male,White,<=50K
19,Some-college,Own-child,Male,White,<=50K
23,Some-college,Husband,Male,White,<=50K
30,10th,Unmarried,Female,Black,<=50K
25,Bachelors,Not-in-family,Male,White,<=50K
27,9th,Own-child,Male,White,<=50K
58,Bachelors,Husband,Male,White,>50K
35,Bachelors,Not-in-family,Male,White,<=50K
24,Assoc-acdm,Not-in-family,Female,White,<=50K
39,Assoc-acdm,Husband,Male,White,>50K
51,Bachelors,Husband,Male,White,>50K
32,Bachelors,Wife,Female,White,>50K
59,HS-grad,Husband,Male,White,<=50K
20,Some-college,Not-in-family,Female,White,<=50K
45,Bachelors,Husband,Male,White,>50K
33,Some-college,Not-in-family,Female,White,<=50K
41,Some-college,Not-in-family,Female,White,<=50K
61,Some-college,Husband,Male,White,>50K
37,Assoc-voc,Husband,Male,White,>50K
47,Bachelors,Husband,Male,White,<=50K
35,Prof-school,Not-in-family,Male,Asian-Pac-Islander,>50K
23,Assoc-acdm,Own-child,Female,White,<=50K
41,Some-college,Husband,Male,White,<=50K
59,Some-college,Husband,Male,White,>50K
44,12th,Husband,Male,Asian-Pac-Islander,<=50K
22,Some-college,Wife,Female,White,<=50K
41,5th-6th,Husband,Male,White,<=50K
55,Some-college,Unmarried,Female,White,<=50K
52,Bachelors,Wife,Female,White,>50K
62,Some-college,Not-in-family,Female,White,>50K
29,HS-grad,Husband,Male,Black,>50K
55,Masters,Husband,Male,White,>50K
47,Masters,Not-in-family,Male,White,>50K
24,Bachelors,Husband,Male,White,<=50K
46,Some-college,Husband,Male,White,>50K
21,Some-college,Own-child,Female,White,<=50K
41,HS-grad,Husband,Male,White,<=50K
40,Assoc-voc,Not-in-family,Male,White,<=50K
45,Bachelors,Husband,Male,White,>50K
35,HS-grad,Husband,Male,White,>50K
43,HS-grad,Not-in-family,Male,White,<=50K
38,HS-grad,Own-child,Male,White,<=50K
35,HS-grad,Unmarried,Female,White,<=50K
60,Some-college,Husband,Male,White,>50K
22,Some-college,Other-relative,Female,Asian-Pac-Islander,<=50K
41,Prof-school,Husband,Male,White,>50K
47,HS-grad,Husband,Male,White,>50K
28,Bachelors,Own-child,Female,White,<=50K
31,Masters,Husband,Male,White,>50K
31,HS-grad,Husband,Male,White,>50K
32,Assoc-acdm,Husband,Male,White,>50K
50,Doctorate,Husband,Male,White,>50K
46,Assoc-voc,Husband,Male,White,>50K
34,Some-college,Husband,Male,White,>50K
38,Bachelors,Husband,Male,White,>50K
36,Some-college,Husband,Male,White,>50K
21,HS-grad,Unmarried,Female,White,<=50K
43,Assoc-voc,Husband,Male,White,>50K
34,HS-grad,Unmarried,Female,Black,<=50K
30,HS-grad,Own-child,Male,White,<=50K
56,Doctorate,Husband,Male,White,>50K
54,Some-college,Husband,Male,White,>50K
37,Bachelors,Other-relative,Male,White,<=50K
53,HS-grad,Husband,Male,White,>50K
35,Some-college,Unmarried,Female,White,<=50K
18,HS-grad,Own-child,Male,White,<=50K
30,HS-grad,Not-in-family,Male,White,<=50K
30,Masters,Husband,Male,White,>50K
40,Bachelors,Husband,Male,White,>50K
27,HS-grad,Not-in-family,Male,White,<=50K
44,Bachelors,Husband,Male,White,<=50K
51,HS-grad,Husband,Male,White,<=50K
51,Bachelors,Husband,Male,White,>50K
43,HS-grad,Wife,Female,White,>50K
23,HS-grad,Own-child,Male,White,<=50K
48,Bachelors,Husband,Male,White,>50K
26,HS-grad,Husband,Male,White,>50K
41,HS-grad,Not-in-family,Male,White,>50K
32,HS-grad,Wife,Female,White,>50K
73,7th-8th,Husband,Male,White,>50K
41,Bachelors,Husband,Male,White,<=50K
28,HS-grad,Husband,Male,White,<=50K
40,HS-grad,Unmarried,Male,Black,<=50K
25,HS-grad,Husband,Male,White,<=50K
45,Masters,Not-in-family,Female,White,<=50K
34,HS-grad,Not-in-family,Female,White,<=50K
42,Bachelors,Other-relative,Female,White,<=50K
29,Prof-school,Own-child,Female,White,<=50K
34,HS-grad,Husband,Male,Asian-Pac-Islander,>50K
31,Bachelors,Husband,Male,White,>50K
49,HS-grad,Not-in-family,Male,Black,<=50K
41,Bachelors,Not-in-family,Female,White,>50K
66,HS-grad,Husband,Male,White,>50K
23,Some-college,Not-in-family,Female,White,<=50K
22,Assoc-voc,Not-in-family,Male,White,<=50K
65,Bachelors,Husband,Male,White,>50K
34,11th,Husband,Male,White,<=50K
57,Assoc-acdm,Not-in-family,Female,White,<=50K
25,Bachelors,Husband,Male,White,<=50K
25,HS-grad,Not-in-family,Male,White,<=50K
34,HS-grad,Not-in-family,Male,White,<=50K
37,Bachelors,Not-in-family,Female,White,<=50K
31,12th,Wife,Female,Asian-Pac-Islander,<=50K
27,Bachelors,Husband,Male,White,>50K
37,HS-grad,Husband,Male,White,>50K
34,Bachelors,Husband,Male,White,>50K
46,Assoc-voc,Husband,Male,White,>50K
43,Some-college,Unmarried,Female,White,>50K
18,10th,Own-child,Female,White,<=50K
39,Doctorate,Husband,Male,White,>50K
52,11th,Unmarried,Male,Black,<=50K
39,Some-college,Husband,Male,White,>50K
32,Prof-school,Not-in-family,Male,White,<=50K
41,9th,Wife,Female,White,<=50K
53,Some-college,Husband,Male,White,<=50K
36,Bachelors,Not-in-family,Male,Black,<=50K
30,Some-college,Husband,Male,White,>50K
37,HS-grad,Not-in-family,Male,White,<=50K
56,Some-college,Husband,Male,White,>50K
43,Bachelors,Not-in-family,Male,White,>50K
46,Some-college,Husband,Male,Black,>50K
22,HS-grad,Not-in-family,Male,White,<=50K
65,5th-6th,Husband,Male,White,<=50K
32,Bachelors,Husband,Male,White,>50K
33,HS-grad,Husband,Male,White,<=50K
40,Some-college,Unmarried,Female,White,<=50K
35,Masters,Husband,Male,White,>50K
46,Masters,Husband,Male,White,>50K
24,Masters,Not-in-family,Female,Asian-Pac-Islander,<=50K
53,Bachelors,Not-in-family,Female,Asian-Pac-Islander,>50K
42,HS-grad,Husband,Male,White,>50K
55,Masters,Husband,Male,White,>50K
61,HS-grad,Husband,Male,White,>50K
36,HS-grad,Unmarried,Female,Black,<=50K
32,HS-grad,Husband,Male,White,>50K
44,HS-grad,Husband,Male,White,>50K
34,HS-grad,Husband,Male,White,>50K
31,Some-college,Husband,Male,White,>50K
23,HS-grad,Own-child,Male,Black,<=50K
47,HS-grad,Husband,Male,White,>50K
28,Some-college,Not-in-family,Male,White,<=50K
26,HS-grad,Not-in-family,Female,White,<=50K
38,Some-college,Not-in-family,Female,White,>50K
38,Assoc-acdm,Husband,Male,White,>50K
47,Masters,Husband,Male,White,>50K
50,Assoc-voc,Husband,Male,White,>50K
45,Some-college,Wife,Female,Asian-Pac-Islander,>50K
20,HS-grad,Own-child,Female,Asian-Pac-Islander,<=50K
42,HS-grad,Wife,Female,Black,<=50K
53,Bachelors,Husband,Male,White,>50K
38,Masters,Husband,Male,White,>50K
63,Bachelors,Husband,Male,Asian-Pac-Islander,<=50K
55,HS-grad,Husband,Male,White,<=50K
36,Bachelors,Husband,Male,White,>50K
60,Bachelors,Husband,Male,White,>50K
42,HS-grad,Husband,Male,White,>50K
31,HS-grad,Other-relative,Female,Black,<=50K
56,11th,Husband,Male,White,<=50K
42,Some-college,Wife,Female,White,>50K
41,Prof-school,Wife,Female,White,>50K
53,Bachelors,Husband,Male,White,>50K
50,HS-grad,Husband,Male,White,<=50K
52,5th-6th,Not-in-family,Female,White,<=50K
40,Assoc-acdm,Husband,Male,White,<=50K
80,7th-8th,Unmarried,Male,White,<=50K
19,Some-college,Own-child,Female,White,<=50K
46,Prof-school,Husband,Male,White,>50K
35,Some-college,Not-in-family,Male,White,<=50K
40,Assoc-voc,Not-in-family,Male,Black,<=50K
28,Some-college,Not-in-family,Male,White,<=50K
46,Some-college,Husband,Male,White,>50K
44,Assoc-voc,Husband,Male,White,>50K
47,Assoc-acdm,Husband,Male,White,<=50K
47,Some-college,Husband,Male,White,>50K
33,Bachelors,Husband,Male,White,>50K
37,Some-college,Husband,Male,White,<=50K
48,Some-college,Husband,Male,White,>50K
27,Some-college,Not-in-family,Male,White,<=50K
57,Some-college,Husband,Male,White,>50K
34,HS-grad,Husband,Male,Black,<=50K
53,Doctorate,Not-in-family,Female,White,>50K
34,HS-grad,Husband,Male,White,>50K
48,HS-grad,Husband,Male,White,>50K
37,Bachelors,Unmarried,Female,Black,<=50K
28,Bachelors,Own-child,Male,White,<=50K
44,Bachelors,Husband,Male,White,<=50K
41,HS-grad,Husband,Male,White,>50K
41,Doctorate,Husband,Male,White,>50K
23,Some-college,Husband,Male,White,>50K
25,Bachelors,Own-child,Male,White,<=50K
26,Bachelors,Own-child,Male,White,<=50K
24,Bachelors,Husband,Male,White,>50K
57,Some-college,Husband,Male,White,>50K
51,HS-grad,Not-in-family,Male,White,>50K
56,HS-grad,Husband,Male,White,>50K
26,Some-college,Husband,Male,White,<=50K
55,7th-8th,Husband,Male,White,<=50K
37,Some-college,Husband,Male,White,>50K
56,Bachelors,Husband,Male,White,>50K
46,HS-grad,Husband,Male,Black,>50K
29,Assoc-voc,Not-in-family,Female,White,<=50K
30,HS-grad,Unmarried,Male,White,<=50K
43,Masters,Wife,Female,Asian-Pac-Islander,<=50K
19,HS-grad,Own-child,Male,White,<=50K
22,Assoc-voc,Not-in-family,Male,Amer-Indian-Eskimo,<=50K
34,Bachelors,Husband,Male,White,>50K
18,HS-grad,Own-child,Male,White,<=50K
29,HS-grad,Husband,Male,White,<=50K
20,HS-grad,Other-relative,Female,Black,<=50K
34,Some-college,Husband,Male,White,>50K
41,Bachelors,Husband,Male,White,>50K
49,Prof-school,Husband,Male,White,>50K
26,HS-grad,Not-in-family,Female,Black,<=50K
52,HS-grad,Husband,Male,White,>50K
56,5th-6th,Husband,Male,White,>50K
52,HS-grad,Husband,Male,White,<=50K
44,Assoc-voc,Not-in-family,Male,White,<=50K
39,Bachelors,Not-in-family,Female,White,<=50K
50,Prof-school,Not-in-family,Female,Black,>50K
45,Some-college,Husband,Male,White,<=50K
33,HS-grad,Husband,Male,White,<=50K
60,HS-grad,Husband,Male,White,<=50K
50,Bachelors,Not-in-family,Male,White,>50K
63,Masters,Not-in-family,Male,White,>50K
32,5th-6th,Other-relative,Male,White,<=50K
64,HS-grad,Husband,Male,White,>50K
47,HS-grad,Husband,Male,White,>50K
28,Some-college,Husband,Male,White,>50K
54,Masters,Husband,Male,White,>50K
40,10th,Husband,Male,White,>50K
55,HS-grad,Husband,Male,White,>50K
53,Bachelors,Unmarried,Male,White,>50K
53,HS-grad,Husband,Male,White,>50K
27,Bachelors,Other-relative,Female,Asian-Pac-Islander,<=50K
52,Bachelors,Husband,Male,White,<=50K
53,HS-grad,Husband,Male,White,>50K
50,Some-college,Husband,Male,White,>50K
55,Doctorate,Husband,Male,Asian-Pac-Islander,>50K
75,Doctorate,Husband,Male,Black,>50K
37,11th,Husband,Male,Black,>50K
47,Bachelors,Husband,Male,White,>50K
28,HS-grad,Husband,Male,White,<=50K
37,Some-college,Husband,Male,White,>50K
35,Assoc-acdm,Husband,Male,White,<=50K
20,Some-college,Not-in-family,Female,White,<=50K
22,Some-college,Own-child,Male,White,<=50K
49,10th,Unmarried,Male,White,<=50K
40,HS-grad,Husband,Male,White,<=50K
40,Assoc-acdm,Not-in-family,Male,White,<=50K
37,Bachelors,Not-in-family,Male,White,>50K
47,HS-grad,Not-in-family,Female,Black,<=50K
26,Some-college,Not-in-family,Male,White,<=50K
41,HS-grad,Husband,Male,Amer-Indian-Eskimo,<=50K
33,Bachelors,Husband,Male,Black,>50K
22,Some-college,Not-in-family,Female,White,<=50K
24,Bachelors,Other-relative,Female,Asian-Pac-Islander,<=50K
17,10th,Own-child,Male,White,<=50K
45,Masters,Husband,Male,White,>50K
57,Bachelors,Husband,Male,White,>50K
29,Some-college,Not-in-family,Male,White,<=50K
43,Bachelors,Husband,Male,White,<=50K
43,Prof-school,Husband,Male,Asian-Pac-Islander,>50K
33,Prof-school,Own-child,Male,White,>50K
52,HS-grad,Unmarried,Female,White,<=50K
54,Masters,Husband,Male,White,>50K
43,HS-grad,Husband,Male,White,>50K
36,HS-grad,Husband,Male,White,>50K
49,Doctorate,Not-in-family,Male,White,>50K
44,HS-grad,Unmarried,Female,Black,<=50K
52,HS-grad,Husband,Male,Other,<=50K
41,Prof-school,Husband,Male,White,>50K
19,11th,Not-in-family,Female,White,<=50K
29,HS-grad,Husband,Male,White,<=50K
41,HS-grad,Husband,Male,White,>50K
51,11th,Husband,Male,White,<=50K
30,Some-college,Unmarried,Female,White,<=50K
25,Some-college,Wife,Female,White,<=50K
25,HS-grad,Husband,Male,White,>50K
48,Bachelors,Husband,Male,White,>50K
40,Bachelors,Husband,Male,White,>50K
30,HS-grad,Not-in-family,Male,White,<=50K
41,Bachelors,Husband,Male,White,>50K
42,HS-grad,Husband,Male,White,<=50K
80,7th-8th,Husband,Male,White,<=50K
39,HS-grad,Wife,Female,White,>50K
45,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
38,Some-college,Husband,Male,White,>50K
50,Doctorate,Not-in-family,Male,White,>50K
59,Bachelors,Unmarried,Female,White,<=50K
30,Bachelors,Husband,Male,White,>50K
46,Masters,Husband,Male,White,>50K
43,HS-grad,Not-in-family,Female,White,<=50K
20,Some-college,Not-in-family,Female,Other,<=50K
65,HS-grad,Husband,Male,Amer-Indian-Eskimo,<=50K
61,Some-college,Not-in-family,Female,White,<=50K
25,Assoc-voc,Husband,Male,White,<=50K
